track_name,artist_names,danceability,energy,key,mode,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration
Don't Be Shy,"Tiësto, KAROL G",0.77,0.787,11.0,0.0,-3.748,0.0583,0.198,0.0,0.262,0.513,119.986,140500.0
Don't Go Yet,Camila Cabello,0.6659999999999999,0.7959999999999999,10.0,0.0,-6.9670000000000005,0.10300000000000001,0.0492,0.0,0.0442,0.61,110.10799999999999,164842.0
Don't Play That,"King Von, 21 Savage",0.9470000000000001,0.605,10.0,0.0,-8.621,0.34600000000000003,0.0748,7.54e-06,0.0901,0.6559999999999999,129.988,133613.0
Don't Shut Me Down,ABBA,0.7190000000000001,0.604,0.0,1.0,-7.395,0.0281,0.105,0.0,0.107,0.565,99.993,238800.0
Don't Start Now,Dua Lipa,0.7929999999999999,0.7929999999999999,11.0,0.0,-4.521,0.083,0.0123,0.0,0.0951,0.679,123.95,183290.0
Don't Stop Believin',Journey,0.5,0.748,4.0,1.0,-9.072000000000001,0.0363,0.127,0.0,0.447,0.514,118.852,250987.0
Don't Think Jesus,Morgan Wallen,0.578,0.431,2.0,1.0,-7.034,0.0269,0.469,0.0,0.13699999999999998,0.21,116.979,226975.0
Donda,Kanye West,0.534,0.491,10.0,1.0,-7.945,0.0545,0.8490000000000001,0.0,0.192,0.428,105.98899999999999,128313.0
Donda Chant,Kanye West,0.7020000000000001,0.0474,3.0,0.0,-15.198,0.526,0.0051600000000000005,1.22e-06,0.147,0.175,102.98299999999999,52062.0
Don’t Blame Me,Taylor Swift,0.615,0.534,9.0,0.0,-6.718999999999999,0.0386,0.106,1.76e-05,0.0607,0.193,135.917,236413.0
Don’t Break My Heart,The Weeknd,0.767,0.618,10.0,1.0,-7.162999999999999,0.032,0.31,0.0,0.179,0.243,121.959,205469.0
Don’t Go (with Justin Bieber & Don Toliver),"Skrillex, Justin Bieber, Don Toliver",0.6890000000000001,0.695,11.0,1.0,-5.22,0.0429,0.019,0.0,0.12300000000000001,0.359,75.05,168253.0
Don’t Play (with Lil Baby),"Polo G, Lil Baby",0.684,0.624,2.0,0.0,-7.414,0.34700000000000003,0.239,0.0,0.11199999999999999,0.708,146.925,156735.0
Don’t You (Taylor’s Version) (From The Vault),Taylor Swift,0.563,0.473,3.0,1.0,-11.548,0.0503,0.514,1.2e-05,0.109,0.405,101.934,208609.0
Doom,Juice WRLD,0.62,0.495,0.0,1.0,-7.251,0.0534,0.016,1.91e-05,0.102,0.122,85.95100000000002,217488.0
Dos Mil 16,Bad Bunny,0.8170000000000001,0.67,1.0,1.0,-6.534,0.0506,0.12300000000000001,1.92e-06,0.128,0.495,130.058,208615.0
Dos Mundos,"Banda MS de Sergio Lizárraga, Santa Fe Klan",0.79,0.58,7.0,0.0,-7.3320000000000025,0.0455,0.121,2.04e-06,0.358,0.27899999999999997,136.96,196240.0
Dos Oruguitas,Sebastian Yatra,0.423,0.355,0.0,1.0,-10.565,0.0454,0.7609999999999999,0.0,0.0915,0.465,93.788,214613.0
Down Hill,Drake,0.718,0.319,3.0,1.0,-11.261,0.0435,0.965,0.00036,0.0895,0.639,109.994,250865.0
Drankin N Smokin,"Future, Lil Uzi Vert",0.752,0.6579999999999999,0.0,1.0,-6.2970000000000015,0.342,0.0421,0.0,0.0927,0.387,151.951,213520.0
Dreamin Of The Past (feat. Kanye West),"Pusha T, Kanye West",0.594,0.9129999999999999,6.0,0.0,-2.372,0.255,0.655,0.0,0.423,0.897,80.30199999999998,173633.0
Dreams - 2004 Remaster,Fleetwood Mac,0.828,0.4920000000000001,0.0,1.0,-9.744,0.0276,0.0644,0.00428,0.128,0.789,120.15100000000001,257800.0
Dreams Unfold,"Joyner Lucas, Lil Tjay",0.8690000000000001,0.62,9.0,1.0,-5.308,0.191,0.36,0.0,0.10300000000000001,0.961,148.041,201081.0
Drip Too Hard (Lil Baby & Gunna),"Lil Baby, Gunna",0.897,0.662,1.0,0.0,-6.903,0.292,0.0852,0.0,0.534,0.389,112.51100000000001,145543.0
Driving Home for Christmas,Chris Rea,0.513,0.583,9.0,1.0,-10.863,0.038,0.355,1.9600000000000002e-05,0.18,0.866,180.183,241627.0
Drowning (feat. Kodak Black),"A Boogie Wit da Hoodie, Kodak Black",0.8390000000000001,0.81,5.0,0.0,-5.274,0.0568,0.501,0.0,0.11699999999999999,0.8140000000000001,129.014,209269.0
Drugs N Hella Melodies (feat. Kali Uchis),"Don Toliver, Kali Uchis",0.57,0.643,1.0,0.0,-7.5310000000000015,0.0861,0.158,0.000459,0.11199999999999999,0.325,146.906,198776.0
Drunk (And I Don't Wanna Go Home),"Elle King, Miranda Lambert",0.612,0.884,5.0,1.0,-4.4,0.0459,0.0051600000000000005,0.0,0.0997,0.626,119.991,245626.0
Dua Lipa,Jack Harlow,0.833,0.652,11.0,1.0,-6.942,0.0762,0.00161,0.0985,0.106,0.405,158.02200000000005,135053.0
Duele,"Alejandro Fernández, Christian Nodal",0.505,0.42100000000000004,4.0,0.0,-8.095,0.0344,0.319,0.0,0.29100000000000004,0.609,88.455,192960.0
Dueles,Jesse & Joy,0.531,0.8340000000000001,2.0,1.0,-3.944,0.052000000000000005,0.27699999999999997,0.0,0.131,0.526,142.026,247640.0
Dueles Tan Bien,Bruses,0.7090000000000001,0.366,8.0,1.0,-8.696,0.0472,0.0256,0.0,0.308,0.40700000000000003,74.51100000000002,174000.0
Dynamite,BTS,0.746,0.765,6.0,0.0,-4.41,0.0993,0.0112,0.0,0.0936,0.737,114.044,199054.0
DÁKITI,"Bad Bunny, Jhay Cortez",0.731,0.573,4.0,0.0,-10.059,0.0544,0.401,5.22e-05,0.113,0.145,109.928,205090.0
Dámelo To’ (feat. Myke Towers),"Selena Gomez, Myke Towers",0.787,0.6409999999999999,8.0,1.0,-7.376,0.315,0.10099999999999999,0.00534,0.07,0.4370000000000001,182.003,184134.0
Déjame En Paz,"Charles Ans, Gera MX, Nanpa Básico",0.7070000000000001,0.542,11.0,0.0,-10.224,0.0492,0.311,0.0005110000000000001,0.111,0.46299999999999997,125.01799999999999,313501.0
E-GIRLS ARE RUINING MY LIFE!,"CORPSE, Savage Ga$p",0.614,0.937,1.0,1.0,-7.443,0.115,0.00161,0.0013599999999999999,0.10300000000000001,0.386,84.98,105176.0
EA (feat. 21 Savage),"Young Nudy, 21 Savage",0.451,0.8759999999999999,10.0,0.0,-5.205,0.414,0.261,0.0,0.098,0.22699999999999998,87.306,227176.0
EARFQUAKE,"Tyler, The Creator",0.5539999999999999,0.498,9.0,1.0,-8.866,0.0685,0.23,5.98e-06,0.795,0.413,79.635,190067.0
EL BARCO,KAROL G,0.85,0.8490000000000001,8.0,0.0,-3.4360000000000004,0.0437,0.611,0.000193,0.32899999999999996,0.92,143.975,203507.0
EL MAKINON,"KAROL G, Mariah Angeliq",0.635,0.706,5.0,0.0,-3.2239999999999998,0.125,0.256,0.0,0.10800000000000001,0.44299999999999995,88.863,209160.0
EL POETA,Humbe,0.564,0.635,4.0,0.0,-7.635,0.057,0.46,0.0,0.662,0.46,140.032,199614.0
EL PONY,Daddy Yankee,0.825,0.7709999999999999,2.0,0.0,-2.515,0.0796,0.075,3.8900000000000004e-05,0.09300000000000001,0.929,154.001,212416.0
EPMD 2 (feat. Eminem & EPMD),"Nas, Eminem, EPMD",0.6890000000000001,0.83,10.0,0.0,-4.047,0.302,0.121,0.0,0.318,0.703,94.566,214435.0
ESCAPE PLAN,Travis Scott,0.8390000000000001,0.506,5.0,0.0,-6.7139999999999995,0.133,0.00207,0.0,0.13,0.44,154.12,149610.0
EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),"DJ Khaled, Lil Baby, Lil Durk",0.47700000000000004,0.727,2.0,1.0,-4.053,0.28600000000000003,0.000866,0.0,0.10800000000000001,0.22699999999999998,150.062,236524.0
EYO,"Aleman, Cartel De Santa",0.78,0.611,1.0,1.0,-7.275,0.249,0.507,0.0,0.213,0.7340000000000001,145.031,205655.0
Earned It (Fifty Shades Of Grey),The Weeknd,0.659,0.29100000000000004,2.0,0.0,-8.275,0.0348,0.405,0.0,0.0771,0.406,119.829,277680.0
Easier than Lying,Halsey,0.474,0.8690000000000001,6.0,0.0,-4.067,0.17,8.36e-05,0.46,0.12300000000000001,0.33,181.99200000000002,206347.0
Easy On Me,Adele,0.604,0.366,5.0,1.0,-7.519,0.0282,0.578,0.0,0.133,0.13,141.981,224695.0
Eat It,Megan Thee Stallion,0.843,0.6709999999999999,10.0,0.0,-5.7079999999999975,0.22,0.0517,0.0,0.28600000000000003,0.56,137.93200000000002,169421.0
Eazy,"The Game, Kanye West",0.716,0.551,1.0,1.0,-6.987,0.47,0.16699999999999998,0.0,0.19699999999999998,0.305,82.39299999999999,234288.0
Efecto,Bad Bunny,0.8009999999999999,0.475,7.0,0.0,-8.797,0.0516,0.141,1.73e-05,0.0639,0.23399999999999999,98.04700000000001,213061.0
El Amor De Su Vida,Julión Álvarez y su Norteño Banda,0.6759999999999999,0.595,8.0,1.0,-5.9220000000000015,0.0284,0.435,2.66e-06,0.0949,0.875,100.009,219373.0
El Amor De Tu Vida,"Carin Leon, Conjunto Primavera",0.542,0.489,8.0,1.0,-7.89,0.0573,0.37799999999999995,0.0,0.12300000000000001,0.674,125.336,163224.0
El Amor No Fue Pa´ Mí - En Vivo,"Grupo Firme, Banda Coloso",0.546,0.6629999999999999,8.0,1.0,-6.968,0.1,0.17600000000000002,1.82e-06,0.674,0.934,145.422,226816.0
El Amor Soñado,Los Tucanes De Tijuana,0.665,0.599,7.0,1.0,-5.082,0.0264,0.222,0.0,0.12300000000000001,0.629,142.975,164467.0
El Amor Soñado - En Vivo,Firme,0.51,0.4270000000000001,8.0,1.0,-5.4060000000000015,0.062,0.18600000000000005,0.0,0.46,0.512,68.90100000000001,180000.0
El Apagón,Bad Bunny,0.629,0.698,8.0,1.0,-4.485,0.308,0.0509,0.0016600000000000002,0.0909,0.599,117.765,201816.0
El Belicon,"Peso Pluma, Raul Vega",0.409,0.713,8.0,1.0,-6.712999999999999,0.03,0.434,0.000719,0.20600000000000002,0.725,97.029,214398.0
El Borracho,Los Dos Carnales,0.612,0.672,7.0,1.0,-4.072,0.13699999999999998,0.6859999999999999,0.0,0.18600000000000005,0.7509999999999999,91.21,184199.0
El Buho,Luis R Conriquez,0.917,0.54,0.0,0.0,-6.27,0.0578,0.7020000000000001,0.0,0.0753,0.935,112.579,176704.0
El Bélico,El Fantasma,0.7070000000000001,0.5670000000000001,10.0,1.0,-4.091,0.0492,0.597,1.28e-06,0.0668,0.9640000000000001,116.794,125819.0
El Chaman,"Aldo Trujillo, Legion RG, El Padrinito Toys",0.636,0.619,9.0,0.0,-7.742000000000001,0.145,0.395,0.0,0.145,0.746,116.54899999999999,281760.0
El Chino (En Vivo),"Luis R Conriquez, La Decima Banda",0.657,0.5379999999999999,0.0,0.0,-5.831,0.124,0.637,0.0,0.10400000000000001,0.8320000000000001,111.61,180048.0
El Circo,El Fantasma,0.8340000000000001,0.5329999999999999,2.0,1.0,-3.113,0.163,0.5670000000000001,0.0,0.124,0.772,120.962,137324.0
El Color de Tus Ojos,Banda MS de Sergio Lizárraga,0.765,0.33899999999999997,8.0,1.0,-8.965,0.0365,0.278,0.0,0.131,0.8640000000000001,123.95,202560.0
El Doctor,Grupo Marca Registrada,0.8640000000000001,0.765,8.0,1.0,-3.6039999999999996,0.11,0.4320000000000001,0.0,0.386,0.7240000000000001,104.99799999999999,235328.0
El Drip,Natanael Cano,0.73,0.7020000000000001,10.0,0.0,-4.582,0.0337,0.32899999999999996,0.0,0.11900000000000001,0.868,102.304,142911.0
El Efecto,"Rauw Alejandro, Chencho Corleone",0.8490000000000001,0.7809999999999999,0.0,0.0,-4.635,0.159,0.406,0.0,0.0801,0.893,84.041,217143.0
El Envidioso,Los Dos Carnales,0.7190000000000001,0.5770000000000001,5.0,1.0,-5.3260000000000005,0.0909,0.41600000000000004,0.0,0.0972,0.861,78.77,191995.0
El Fat Tony,Grupo Los de la O,0.7090000000000001,0.805,8.0,1.0,-5.3610000000000015,0.0495,0.509,0.0,0.16699999999999998,0.737,99.042,174272.0
El Final de Nuestra Historia,Jovanny Cadena Y Su Estilo Privado,0.725,0.447,9.0,1.0,-5.693,0.0273,0.716,0.0,0.11699999999999999,0.768,97.53200000000001,208541.0
El Fugitivo - En Vivo,Grupo Arriesgado,0.633,0.812,1.0,1.0,-5.874,0.14,0.359,1.76e-06,0.228,0.9540000000000001,167.105,178000.0
El Güero (Feat. Marca MP),"Grupo Firme, Marca MP",0.625,0.5539999999999999,10.0,1.0,-5.5310000000000015,0.0618,0.41700000000000004,0.0,0.305,0.846,111.911,213254.0
El Mismo Aire - con Pablo Alborán,"Camilo, Pablo Alborán",0.483,0.4920000000000001,0.0,0.0,-6.591,0.295,0.603,0.0,0.32299999999999995,0.66,144.511,188213.0
El Paciente,Alfredo Olivas,0.706,0.713,3.0,1.0,-3.609,0.0367,0.319,0.0,0.114,0.973,142.002,211267.0
El Ratón (Versión Acústico),Código FN,0.797,0.376,2.0,1.0,-7.572999999999999,0.045,0.7170000000000001,0.0,0.0864,0.904,102.426,219264.0
El Reemplazo,"Grupo Firme, Banda El Recodo",0.473,0.449,11.0,0.0,-4.548,0.0321,0.35200000000000004,0.0,0.182,0.515,106.446,235213.0
El Roto - En Vivo,Grupo Firme,0.826,0.47,3.0,1.0,-7.609,0.0584,0.396,0.0,0.0979,0.9640000000000001,118.198,193237.0
El Ruddy,Edgardo Nuñez,0.736,0.593,7.0,1.0,-9.363999999999999,0.184,0.11699999999999999,2.5e-06,0.18899999999999997,0.785,114.196,183595.0
El Tóxico,"Grupo Firme, Carin Leon",0.626,0.503,10.0,1.0,-5.087,0.141,0.40700000000000003,0.0,0.23399999999999999,0.821,72.985,179746.0
El Vago De Los Nike,Tito Torbellino Jr,0.762,0.627,7.0,0.0,-7.142,0.0557,0.165,3.35e-06,0.289,0.6679999999999999,115.147,176208.0
"Eladio Carrion: Bzrp Music Sessions, Vol. 40","Bizarrap, Eladio Carrion",0.7829999999999999,0.524,5.0,0.0,-6.455,0.0554,0.24100000000000002,0.0,0.271,0.8390000000000001,117.49600000000001,164896.0
Electric - Pokemon 25 Version,Katy Perry,0.615,0.701,0.0,1.0,-4.257,0.0472,0.00302,0.0,0.0471,0.251,98.073,193543.0
Electric Love,BØRNS,0.611,0.797,6.0,0.0,-7.6270000000000024,0.0533,0.00543,0.00137,0.26,0.518,120.041,218107.0
Elegí (feat. Dímelo Flow),"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",0.8240000000000001,0.631,0.0,1.0,-2.7910000000000004,0.0809,0.237,0.00011599999999999999,0.0531,0.6779999999999999,171.965,197721.0
Element,Pop Smoke,0.772,0.878,2.0,1.0,-4.22,0.324,0.0301,2.18e-06,0.251,0.305,61.31100000000001,135747.0
Ella,Boza,0.852,0.593,6.0,1.0,-5.892,0.0702,0.386,0.168,0.154,0.87,90.00200000000002,221407.0
Ella,Junior H,0.478,0.732,4.0,0.0,-4.342,0.0779,0.363,3.34e-06,0.0768,0.664,184.81900000000002,259403.0
Ella - Remix,"Boza, Lunay, Lenny Tavárez, Juhn, Beéle",0.747,0.812,3.0,0.0,-4.274,0.111,0.341,0.000131,0.174,0.884,180.062,330478.0
Ella No Es Tuya - Remix,"Rochy RD, Myke Towers, Nicki Nicole",0.585,0.611,6.0,1.0,-4.132,0.28800000000000003,0.39,0.0,0.649,0.9620000000000001,97.041,218107.0
"Elliot's Song - From ""Euphoria"" An HBO Original Series","Dominic Fike, Zendaya",0.39399999999999996,0.327,4.0,1.0,-14.290999999999999,0.114,0.8490000000000001,0.0,0.125,0.41100000000000003,93.35799999999999,150320.0
Elon Musk (feat. Gunna),"DDG, Gunna",0.826,0.583,2.0,0.0,-5.186,0.0626,0.441,0.0,0.155,0.539,140.039,205759.0
Emergency (feat. Gunna & Young Thug),"21 Savage, Gunna, Young Thug",0.754,0.8170000000000001,2.0,1.0,-5.2829999999999995,0.254,0.073,0.0,0.379,0.26899999999999996,142.783,177280.0
Eminem Speaks,Juice WRLD,0.6459999999999999,0.235,11.0,0.0,-19.697,0.5820000000000001,0.9359999999999999,0.0,0.271,0.624,128.139,133251.0
Emojis de Corazones (feat. Los Legendarios),"Wisin, Jhay Cortez, Ozuna, Los Legendarios",0.823,0.687,4.0,0.0,-4.715,0.0561,0.067,0.000135,0.28600000000000003,0.28,98.016,303427.0
En El Radio Un Cochinero,Victor Cibrian,0.696,0.623,6.0,0.0,-8.738,0.0438,0.466,8.61e-06,0.0983,0.965,154.028,223431.0
En El Refuego,Grupo Diez 4tro,0.484,0.605,8.0,0.0,-10.984000000000002,0.21100000000000002,0.0475,0.0,0.122,0.8190000000000001,168.84599999999998,184848.0
En Esta Vida No Se Pudo,El Mimoso Luis Antonio López,0.615,0.386,5.0,1.0,-4.802,0.0415,0.473,0.0,0.109,0.591,134.55200000000002,266000.0
En Peligro de Extinción,La Adictiva Banda San José de Mesillas,0.6990000000000001,0.442,0.0,1.0,-5.144,0.0277,0.0966,1.77e-06,0.27399999999999997,0.816,123.56200000000001,234000.0
En Realidad,Ángela Aguilar,0.583,0.743,2.0,1.0,-4.103,0.0299,0.429,2.59e-06,0.107,0.762,127.963,205236.0
En Tu Cuerpo - Remix,"Lyanno, Rauw Alejandro, Lenny Tavárez, Maria Becerra",0.742,0.4970000000000001,0.0,0.0,-9.381,0.0746,0.249,0.00335,0.0993,0.5579999999999999,156.013,310860.0
En Tu Perra Vida,"Grupo Firme, Lenin Ramírez",0.546,0.43799999999999994,5.0,1.0,-4.748,0.0669,0.353,0.0,0.261,0.568,112.13600000000001,238677.0
Enchanted,Taylor Swift,0.535,0.618,8.0,1.0,-3.9130000000000003,0.0273,0.0716,0.000388,0.16899999999999998,0.228,81.975,352200.0
Enchanted Waterfall,Tory Lanez,0.633,0.715,1.0,1.0,-7.47,0.0762,0.0141,0.0,0.121,0.545,154.95,191967.0
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, JID, Arcane, League of Legends",0.728,0.7829999999999999,11.0,0.0,-4.4239999999999995,0.266,0.237,0.0,0.434,0.555,77.01100000000002,173381.0
Enemy - From the series Arcane League of Legends,"Imagine Dragons, Arcane, League of Legends",0.722,0.745,7.0,1.0,-4.164,0.256,0.247,0.0,0.419,0.52,77.029,173381.0
Enséñame a Bailar,Bad Bunny,0.81,0.789,8.0,1.0,-5.08,0.0846,0.191,1.0800000000000003e-05,0.467,0.77,105.009,176000.0
Enter Sandman (Remastered),Metallica,0.5770000000000001,0.828,6.0,0.0,-8.691,0.0298,0.00213,0.0114,0.0581,0.604,123.257,331267.0
Entre Nosotros,"Tiago PZK, LIT killah",0.7290000000000001,0.513,5.0,0.0,-6.345,0.0455,0.494,1.1e-06,0.13699999999999998,0.789,170.06400000000005,192353.0
Entre Nosotros (Remix) [con Nicki Nicole],"Tiago PZK, LIT killah, Maria Becerra, Nicki Nicole",0.7,0.43799999999999994,5.0,0.0,-5.784,0.0433,0.401,0.0,0.373,0.605,170.106,260000.0
Envolver,Anitta,0.812,0.736,4.0,0.0,-5.421,0.0833,0.152,0.0025399999999999997,0.0914,0.396,91.993,193806.0
Epidemic,Polo G,0.616,0.617,1.0,1.0,-8.431000000000001,0.52,0.128,0.0,0.177,0.47600000000000003,175.929,177273.0
Errbody,Lil Baby,0.887,0.606,2.0,1.0,-6.572,0.324,0.000407,0.0,0.151,0.272,139.995,210699.0
Es Que Me Gustas - En Vivo,Los 2 de la S,0.627,0.33899999999999997,8.0,1.0,-5.065,0.0342,0.541,0.0,0.147,0.657,81.426,152187.0
Es Que Yo Te Quiero A Ti,Kevin Kaarl,0.579,0.27399999999999997,0.0,1.0,-12.956,0.0288,0.828,0.0449,0.228,0.106,110.124,323626.0
Es un Secreto,Plan B,0.836,0.777,6.0,0.0,-5.376,0.0439,0.0951,1.68e-06,0.0561,0.504,94.977,190564.0
Essence (feat. Justin Bieber & Tems),"WizKid, Justin Bieber, Tems",0.836,0.69,0.0,1.0,-5.816,0.12300000000000001,0.0142,1.22e-05,0.11199999999999999,0.586,104.00399999999999,263293.0
Esta Noche Se Me Olvida,Julión Álvarez y su Norteño Banda,0.701,0.387,0.0,1.0,-5.401,0.0436,0.47200000000000003,0.0,0.308,0.8059999999999999,75.013,202013.0
Estos Celos,Vicente Fernández,0.746,0.324,4.0,1.0,-8.064,0.045,0.6920000000000001,0.00782,0.139,0.385,104.976,190227.0
Estrellas,Natanael Cano,0.7440000000000001,0.71,8.0,0.0,-5.287999999999999,0.0362,0.11800000000000001,0.0,0.115,0.275,130.02200000000002,186462.0
Está Dañada,Ivan Cornejo,0.405,0.565,1.0,0.0,-9.266,0.0372,0.38,0.0195,0.107,0.166,159.892,214149.0
Está Dañada - Remix,"Ivan Cornejo, Jhay Cortez",0.573,0.496,1.0,0.0,-5.44,0.0322,0.5710000000000001,0.0,0.17600000000000002,0.299,79.947,239841.0
Euthanasia,Post Malone,0.301,0.303,4.0,1.0,-12.39,0.0458,0.177,0.031,0.0979,0.0384,141.997,145796.0
Eventually,Tame Impala,0.424,0.615,9.0,0.0,-6.2170000000000005,0.0325,0.0158,0.000389,0.0844,0.155,77.935,318591.0
Everlong,Foo Fighters,0.413,0.8809999999999999,11.0,0.0,-5.541,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,250547.0
Every Angel is Terrifying,The Weeknd,0.447,0.9590000000000001,0.0,1.0,-5.59,0.348,0.109,2.75e-05,0.0498,0.46,118.167,167256.0
Every Breath You Take,The Police,0.82,0.452,1.0,1.0,-9.796,0.0348,0.5429999999999999,0.00294,0.0714,0.74,117.40100000000001,253920.0
Everybody (Backstreet's Back) - Radio Edit,Backstreet Boys,0.731,0.853,10.0,0.0,-4.218999999999999,0.0363,0.0352,0.0,0.268,0.605,108.016,225360.0
Everybody Dies,Billie Eilish,0.275,0.155,7.0,0.0,-17.285,0.0674,0.9279999999999999,0.17600000000000002,0.0888,0.0588,65.13600000000001,206623.0
Everybody Dies In Their Nightmares,XXXTENTACION,0.7340000000000001,0.57,7.0,0.0,-7.066,0.133,0.847,2.14e-05,0.11199999999999999,0.6890000000000001,129.953,95467.0
Everybody Talks,Neon Trees,0.47100000000000003,0.924,8.0,1.0,-3.906,0.0586,0.00301,0.0,0.313,0.725,154.961,177280.0
Everybody Wants To Rule The World,Tears For Fears,0.645,0.795,7.0,1.0,-12.095,0.0527,0.34700000000000003,0.00389,0.10400000000000001,0.535,112.06700000000001,251489.0
Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),"Taylor Swift, Ed Sheeran",0.498,0.61,6.0,1.0,-5.098,0.0363,0.271,0.0,0.223,0.474,79.918,245427.0
Ex For A Reason (with JT from City Girls),"Summer Walker, JT, City Girls",0.726,0.728,11.0,0.0,-5.775,0.0408,0.239,0.0,0.177,0.5660000000000001,115.04700000000001,225502.0
Experimento,Myke Towers,0.805,0.8059999999999999,6.0,0.0,-3.589,0.0393,0.0828,0.0,0.156,0.682,110.042,222728.0
F*****g Fans,Drake,0.7829999999999999,0.41600000000000004,4.0,0.0,-9.84,0.135,0.213,0.0,0.10300000000000001,0.165,87.073,245131.0
"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)","The Kid LAROI, Machine Gun Kelly",0.721,0.632,5.0,0.0,-6.695,0.0358,0.0693,0.0,0.29100000000000004,0.29600000000000004,92.057,144860.0
F.N,Lil Tjay,0.5670000000000001,0.515,6.0,0.0,-10.265,0.247,0.354,0.0,0.078,0.321,120.1,224000.0
FEEL ME??,Trueno,0.738,0.579,10.0,0.0,-5.88,0.0447,0.39899999999999997,0.0,0.266,0.531,123.08200000000001,187332.0
FMRN,Lilyisthatyou,0.735,0.586,8.0,1.0,-7.777,0.13,0.382,0.0,0.10099999999999999,0.83,89.95100000000002,122655.0
FOR A NUT (feat. Gunna & Young Thug),"Future, Gunna, Young Thug",0.8240000000000001,0.667,10.0,0.0,-6.603,0.0814,0.00321,2.65e-06,0.0956,0.305,82.037,207933.0
FULANITO,"Becky G, El Alfa",0.93,0.8370000000000001,7.0,0.0,-4.632,0.187,0.256,2.37e-06,0.239,0.821,111.898,158532.0
FYTB (FEAT. JOONY),"Brent Faiyaz, Joony",0.7829999999999999,0.48,3.0,0.0,-9.182,0.251,0.258,4.73e-06,0.305,0.364,133.086,198004.0
Face Off,"Tech N9ne, Joey Cool, King Iso, Dwayne Johnson",0.693,0.935,8.0,1.0,-4.323,0.22399999999999998,0.18,0.0,0.179,0.391,80.882,219802.0
Fair Trade (with Travis Scott),"Drake, Travis Scott",0.6659999999999999,0.465,1.0,1.0,-8.545,0.26,0.0503,0.0,0.215,0.292,167.937,291175.0
Fairytale of New York (feat. Kirsty MacColl),"The Pogues, Kirsty MacColl",0.271,0.551,2.0,1.0,-7.48,0.0457,0.5820000000000001,4.16e-05,0.256,0.428,78.111,272467.0
Fall In Love,Bailey Zimmerman,0.524,0.643,9.0,1.0,-6.055,0.0297,0.451,0.0,0.221,0.397,135.96200000000002,232059.0
Fallen Fruit,Lorde,0.478,0.284,6.0,0.0,-12.11,0.0312,0.9309999999999999,0.0103,0.175,0.0986,124.874,238033.0
Falling,Harry Styles,0.5670000000000001,0.267,4.0,1.0,-6.5020000000000024,0.0299,0.8390000000000001,1.46e-06,0.08900000000000001,0.0592,110.01100000000001,240133.0
Falling,Trevor Daniel,0.784,0.43,10.0,0.0,-8.756,0.0364,0.12300000000000001,0.0,0.0887,0.23600000000000002,127.087,159382.0
Falling Back,Drake,0.718,0.758,10.0,1.0,-8.29,0.0703,0.23800000000000002,0.006529999999999999,0.11,0.349,118.98899999999999,266179.0
Fame & Riches (with Roddy Ricch),"Polo G, Roddy Ricch",0.626,0.569,2.0,0.0,-10.669,0.27899999999999997,0.0496,0.0,0.139,0.442,92.61200000000001,151685.0
Family Affair,Mary J. Blige,0.9109999999999999,0.551,8.0,0.0,-3.75,0.0449,0.132,4.120000000000001e-05,0.0863,0.9690000000000001,92.887,265867.0
Famous Friends,"Chris Young, Kane Brown",0.5329999999999999,0.855,6.0,1.0,-2.9010000000000002,0.0356,0.0553,0.0,0.335,0.64,102.01700000000001,165569.0
Fan de Tus Fotos,"Nicky Jam, Romeo Santos",0.728,0.6890000000000001,7.0,1.0,-5.718,0.0725,0.293,1.26e-05,0.109,0.431,170.08900000000003,197647.0
Fancy Like,Walker Hayes,0.649,0.76,1.0,1.0,-6.487,0.0574,0.114,0.0,0.317,0.843,80.018,161853.0
Fantasias,"Rauw Alejandro, Farruko",0.879,0.703,1.0,1.0,-4.218999999999999,0.0701,0.14300000000000002,0.0,0.0569,0.7879999999999999,94.00399999999999,199711.0
Father Stretch My Hands Pt. 1,Kanye West,0.7240000000000001,0.573,7.0,1.0,-4.113,0.0549,0.11800000000000001,0.0,0.5379999999999999,0.43799999999999994,113.088,135920.0
Father Time (feat. Sampha),"Kendrick Lamar, Sampha",0.514,0.779,10.0,0.0,-4.365,0.344,0.18100000000000002,0.0,0.099,0.517,152.869,222497.0
Favorito,Camilo,0.606,0.853,9.0,1.0,-2.975,0.0545,0.237,0.0,0.251,0.8220000000000001,178.043,209766.0
Fearless (Taylor’s Version),Taylor Swift,0.569,0.741,5.0,1.0,-4.963,0.0282,0.0122,0.0,0.33299999999999996,0.43,100.118,241592.0
Feel Alone,Juice WRLD,0.619,0.622,6.0,0.0,-5.874,0.0461,0.0935,0.0,0.226,0.19399999999999998,150.062,230094.0
Feelin' Like Tunechi,"Lil Wayne, Rich The Kid",0.5589999999999999,0.532,5.0,0.0,-7.6789999999999985,0.353,0.174,0.0,0.136,0.529,85.84299999999998,186060.0
